name,summary,sku,url,country,region,style,grape,rating,tasting_notes,food_pairings,price
Marisco Vineyards The Ned Rose 750 mL,Marisco Vineyards The Ned Rose 750ml,743864,https://www.everythingwine.ca/marisco-vineyards-the-ned-rose-750ml,New Zealand,Marlborough,Rose,White Blend,,"A wonderfully scented and pure fruited aroma that melds elements of red berry compote and watermelon with subtle woody notes of sun warmed raspberry canes. The palate is a sensitively handled blend of two Pinot varieties; one where the Noir delivers a long, saturated core of pure berry fruit flavour with crisp acid edges and a lightly drying tannin tail whilst the Gris provides the perfect juxtaposition – a subtle richness that lends fruit sweetness, flesh and palate texture.","A highly versatile wine that neatly bridges the gap between stand-alone, afternoon sipper and being enjoyed alongside a broad range of diverse food styles. Try The Ned Pinot Rose with turkey larb - stuffed fresh spring rolls.",$24.98
Chateau St. Jean Bijou  Rose 750 mL,Chateau St. Jean Bijou Rose 750 mL,544031,https://www.everythingwine.ca/chateau-st-jean-bijou-rose-750-ml,USA,California - Sonoma,Rose,Red Blend,,This wine is a vibrant pink in the glass and the aromas may remind you of ripe fresh strawberries and raspberries. The flavor is delicate and has the same style of fruits on the palate as in the aroma.,,$23.98
Honoro Vera Rose Jumilla Gil Family Estates 750ml,Honoro Vera Rose Jumilla Gil Family Estates 750ml,625202,https://www.everythingwine.ca/honoro-vera-rose-jumilla-gil-family-estates-750ml,Spain,Jumilla,Rose,Red Blend,,,,$18.98
Sokol Blosser Rose of Pinot Noir Rose 750 mL,Sokol Blosser Rose of Pinot Noir Dundee Hills 750ml,158469,https://www.everythingwine.ca/sokol-blosser-rose,USA,Oregon - Dundee Hills,Rose,Pinot Noir,,,,$26.98
Peller Estates Proprietor's Reserve Rose 4.0 L,Peller Proprietor's Reserve White Zinfandel 4 L,221069,https://www.everythingwine.ca/peller-prop-res-white-zin,Canada,Canada,Rose,Red Blend,,,,$35.49
Casal Garcia  Vinho Verde Rose 750ml,Casal Garcia  Vinho Verde Rose 750ml,23762,https://www.everythingwine.ca/casal-garcia-vinho-verde-rose,Portugal,Vinho Verde,Rose,Red Blend,,,,$11.99
Peller Estates Proprietor's Reserve Rose 1.5 L,Peller Prop Res White Zinfandl 1.5 L,361253,https://www.everythingwine.ca/peller-prop-res-white-zinfandl-1,Canada,Canada,Rose,Red Blend,,,,$13.49
Caves D'Esclans  Whispering Angel Provence Rose 750 mL,D Esclans Whispering Angel Provence Rose 750ml,497685,https://www.everythingwine.ca/d-esclans-whispering-angel,France,Provence,Rose,Red Blend,,,,$42.98
Jacob's Creek  Cool Harvest Rose 750 mL,Jacob's Creek  Cool Harvest Rose 750 mL,605485,https://www.everythingwine.ca/jacob-s-creek-ch-rose,Australia,South Australia,Rose,Other,,"A refreshing  yet  full  flavoured wine that is perfect for summer entertaining. a youthful cherry pink exhibiting spicy aromas with prominent summer fruits and strawberry. The palate is textural, well rounded and fruit driven, showcasing quality Shiraz grapes in a classic Rosé style.","Mexican and Thai cuisine, coconut based curries and stir fries.",$12.98
Chayee Bourras  Bonarda Rosado Rose 750 mL,Chayee Bourras Bonarda Rosado 750ml,669051,https://www.everythingwine.ca/chayee-bourras-bonarda-rosado,Argentina,Mendoza,Rose,Bonarda,,"Bright red with shades of fuchsia, the Rosado has a nose of red fruits like raspberry, strawberry, cherry and rosehip. The attack is sweet with good acidity which balances the wine in the mouth. The red fruit notes perceived at the nose are strengthened, and it has a long off-dry finish.",,$25.98
Apothic Rose 750 mL,Apothic Rose Limited release.,691535,https://www.everythingwine.ca/apothic-rose,USA,California,Rose,Red Blend,,"A smooth and approachable blend of Zinfandel and Cabernet Sauvignon. Deep crimson in color, Apothic Rose has big, luscious flavors of watermelon and strawberry.",,$18.98
La Stella  LaStellina Rosato 750 mL,La Stella  LaStellina Rosato 2014 750 mL,578989,https://www.everythingwine.ca/la-stella-lastellina-rosato-2014-750-ml,Canada,BC - Okanagan Valley,Rose,Red Blend,,"Off dry and aromatic
Perfect for a hot summer day
Notes of Cherry and dark fruit flavours",Best paired with spicy dishes such as Thai food,$23.89
Cavit Roscato Rose Dolce 750ml,Cavit Roscato Rose Dolce 750ml,649780,https://www.everythingwine.ca/cavit-roscato-rose-dolce-750ml,Italy,Trentino-Alto Adige,Rose,Red Blend,100%,A creamy white foam with persistent tiny bubbles. Bright rose color with ruby red reflections. Delicate aromas of red berries and cotton candy. Lusciously sweet with a primary red fruit flavors yet refreshing with a lingering finish.,,$16.98
50th Parallel Estate Pinot Noir Rose 750 mL,50th Parallel Estate Pinot Noir Rose 750 mL,319764,https://www.everythingwine.ca/50th-parallel-estate-pinot-noir-rose-750-ml,Canada,BC - Okanagan Valley,Rose,Pinot Noir,,"Bright, clear, summer sunset in a glass with aromas of pomegranate, wild cherry and ripe watermelon. The palate is a lively mix of fresh young garden strawberries, guava and yellow bell pepper seamlessly combine for this perfect crowd pleaser. The long refreshing finish comes from the touch of silky Pinot skin tannin extracted from the long and slow ferment in the winemaking process.","Rosé has no boundaries; it loves all occasions. Brunch anyone? All foods get excited to see their pink pal including seafood, white meats, casseroles, paninis, pork, flirty foul in exotic sauces and even delicate red meats.",$23.98
Ricasoli Albia Rose 750ml,Ricasoli Albia Rose 750ml,230912,https://www.everythingwine.ca/ricasoli-albia-rose-750ml,Italy,Tuscany,Rose,Other,,"Delicate rose petal color. Elegant bouquet of rose and violet, lightly spiced. The mouth is fresh, round, delicious with a caressing and mineral finish.","Delicious as an aperitif, serve with crudités and fresh cheeses, white meat and light cuisine",$24.98
Angels and Cowboys Rose 750ml,Angels and Cowboys Rose 750ml,763680,https://www.everythingwine.ca/angels-and-cowboys-rose-750ml,USA,California - Sonoma,Rose,Red Blend,,"The color is that of a champagne diamond. Delicate aromas with hints of pomegranate, golden delicious apples, and wildflowers. On the palate, the wine is lively and racy with flavors of citrus blossoms and minerals. The Rosé displays vibrant acidity, freshness in the mid-palate, and great delicacy in the finish.","This dry Rosé is one of those rare wines that work well with vegetable dishes and spicy ethnic foods. Enjoy it with roast chicken, salmon, seared tuna, summer salads and any sushi from vegetables to strong fish, crab cakes, shrimp cocktails and ceviche.",$29.98
Chaberton Estate Winery Valley Pink Rose 750 mL ,Domaine de Chaberton Canoe Rose 750 mL,590208,https://www.everythingwine.ca/domaine-de-chaberton-canoe-rose-750-ml,Canada,BC - Fraser Valley,Rose,Red Blend,,"The ruby red brilliance glitters brightly in the glass.  Hints of exotic spice on the nose leads into notes of bubble gum, raspberry and watermelon.","Enjoy this BC grown patio sipper on its own, or with BBQ'd salmon, spicy prawns, gourmet burgers and ribs.",$17.39
