name,summary,sku,url,country,region,style,grape,rating,tasting_notes,food_pairings,price
Saint Clair Family Estate Marlborough Sauvignon Blanc 750 mL,St. Clair Sauvignon Blanc 750 mL,78139,https://www.everythingwine.ca/saint-clair-sauvignon-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,,"Pale straw colour; forward fresh cut grass, gooseberry and grapefruit aromas; dry, light to medium body; gooseberry and lime flavours with clean medium length finish.",An exceptional food wine which will match beautifully with freshly shucked oysters or mussels.,$22.98 
Copper Moon Moonlight Harvest Pinot Grigio 750 mL,Copper Moon Moonlight Harvest Pinot Grigio 750ml,789982,https://www.everythingwine.ca/copper-moon-pinot-grigio,Canada,Canada,White,Pinot Grigio,100%,,,$9.49 
Erath Winery  Oregon  Pinot Gris 750 mL,Erath Oregon  Pinot Gris 750ml,793059,https://www.everythingwine.ca/erath-oregon-pinot-gris,USA,Oregon,White,Pinot Gris,,,,$31.98 
Lafazanis Roditis 1L,Lafazanis Roditis 1L,793356,https://www.everythingwine.ca/lafazanis-white,Greece,Peloponnese,White,Other,,,,$17.98 
A.A. Badenhorst Secateurs Chenin Blanc 750ml,A.A. Badenhorst Secateurs Chenin Blanc 750ml,793729,https://www.everythingwine.ca/secateurs-chenin-blanc,South Africa,Swartland,White,Chenin Blanc,,,,$32.98 
Siete Soles Semillon Chardonnay 750 mL,Terra Andina  Semillon Chardonnay 750 ml,795609,https://www.everythingwine.ca/terra-andina-semillon-chard,Chile,Central Valley,White,White Blend,80%,"This blend combines the freshness and opulence of the Semillon with the body and fruit of the Chardonnay giving a well-balanced and easy-drinking wine with a very nice and long finish. Flavours of tropical fruits such as melon, peach and grapefruit with a",Pairs well with a chicken and cheese empanadas or a charcuterie cheese platter.,$8.98 
Maverick Estate Winery Origin White Blend 750 mL,Maverick Estate Winery Origin White Blend 750ml,795849,https://www.everythingwine.ca/maverick-origin-2012,Canada,BC - Okanagan Valley,White,White Blend,,Maverick estates white wine blend was developed for the pure enjoyment of drinking wine. Unrestrained tropical fruit balanced with cool citrus minerality.  Intense palate with an integrated acidity and a lingering aftertaste,,$20.98 
Gatao Vinho Verde 750 mL,Gatao Vinho Verde 750 mL,796201,https://www.everythingwine.ca/gatao-vinho-verde,Portugal,Vinho Verde,White,Albarino,,,,$16.98 
Argento Pinot Grigio 750ml,Argento Pinot Grigio 750ml,797316,https://www.everythingwine.ca/argento-pinot-grigio,Argentina,Mendoza,White,Pinot Grigio,,,,$13.99 
Inniskillin Okanagan  Pinot Grigio 750 mL,Inniskillin Okanagan  Pinot Grigio 750 mL,80044,https://www.everythingwine.ca/inniskillin-oka-res-pinot-grig,Canada,BC - Okanagan Valley,White,Pinot Grigio,100%,"Aromas of green apple and tropical fruit on the nose. Lively on the palate, this Pinot Blanc is bursting with bright citrus and apple flavours, mirroring the nose with a crisp acidity to balance out the clean finish.","Pairs perfectly with a fillet of sole or baked ham, and a variety of chicken and poultry dishes",$12.99 
Duck Pond  Willamette Valley Pinot Gris 750 mL,Duck Pond  Pinot Grigio 750 mL,801647,https://www.everythingwine.ca/duck-pond-pinot-grigio,USA,Oregon - Willamette Valley,White,Pinot Grigio,,,,$28.98 
Moselland Pink Cat Riesling QBA 500ml,Moselland Pink Cat Riesling QBA 500ml,805465,https://www.everythingwine.ca/moselland-pink-cat-riesling,Germany,Mosel,White,Riesling,,,,$19.98 
Peller Estates Hochtaler  White Blend 4.0 L,Hochtaler  White Blend 4L,80788,https://www.everythingwine.ca/hochtaler-4l,Canada,Canada,White,White Blend,,"Fruity and floral on the nose, with fresh peach and melon aroma. Sweetness is balanced with a tart apple finish. A Canadian Classic!",Pair with chicken and vegetable skewers and crab cakes.,$30.99 
Deinhard Green Label Riesling 750 mL ,Deinhard Green Label Riesling 750 mL,8094,https://www.everythingwine.ca/deinhard-green-label-riesling,Germany,Other,White,Riesling,,,,$14.98 
Foxtrot Vineyards Chardonnay 750 mL ,Foxtrot Vineyards Chardonnay 750 mL,813063,https://www.everythingwine.ca/foxtrot-chardonnay,Canada,BC - Okanagan Valley,White,Chardonnay,,,,$45.98 
Cono Sur Organic Sauvignon Blanc 750 mL,Cono Sur Organically Grown Sauvignon Blanc 750 mL,813576,https://www.everythingwine.ca/cono-sur-organic-sauvignon-bl,Chile,San Antonio Valley,White,Sauvignon Blanc,,,,$14.99 
Moselland  Zeller Schwarze Katz 500ml,Moselland  Zeller Schwarze Katz 500ml,814483,https://www.everythingwine.ca/moselland-zeller-schwarze-katz,Germany,Mosel,White,Riesling,,,,$19.98 
Cono Sur Tocornal Chardonnay 3.0 L,Cono Sur Tocornal Chardonnay 3L,815753,https://www.everythingwine.ca/cono-sur-chardonnay-3l,Chile,Central Valley,White,Chardonnay,,,,$34.98 
Il Padrino Pinot Grigio 750 mL,"An exotic example of Pinot Grigio! Fresh clean nose of pear, green apple and white peaches. Coriander and lime notes with a crisp finish. Pairs well with youthful aperitifs, clams, mussels, pasta or risotto dishes.",817809,https://www.everythingwine.ca/il-padrino-pinot-grigio,Italy,Sicily,White,Pinot Grigio,90%,"A crisp, clean and refreshing Pinot Grigio that enjoys fruity aromas of pear, green apple and peaches. The palate is light and delicate.","A good match to lighter dishes such as appetizers, salads,  fish and seafood in general.",$12.99 
Domaines Barons de Rothschild Los Vascos  Sauvignon Blanc 750 mL,"Pale yellow colour with glints of green. The nose offers aromas of fresh pineapple, pear, green apple and honeydew melon combined with citrus notes of grapefruit and lime, and hints of tarragon and thyme. The palate has exceptionally well- balanced acidity, with a pleasant coating sensation and good persistence. Serve chilled between 10 and 12ºC.",820415,https://www.everythingwine.ca/los-vascos-sauvignon-blanc,Chile,Colchagua Valley,White,Sauvignon Blanc,,,,$26.99 
Diabolica Wines White 750 mL,Diabolica White VQA 750 mL,820647,https://www.everythingwine.ca/diabolica-white,Canada,BC - Okanagan Valley,White,White Blend,,,,$14.99 
Synchromesh Wines Storm Haven Vineyard Riesling 750 mL,Synchromesh Wines Riesling Storm Haven Vineyard 750ml,820894,https://www.everythingwine.ca/synchromesh-riesling-storm,Canada,BC - Okanagan Valley,White,Riesling,,"Ripe mango and lean, mineral tinged peach lead to crushed apple, candied ginger and dried mango with huge viscosity and an endless nearly dry finish.",,$40.98 
Byron Vineyards Nielson Vineyard Chardonnay 750 mL,Byron Vineyards Santa Barbara County Chardonnay 750 mL,828194,https://www.everythingwine.ca/byron-santa-barbara-chardonnay,USA,California - Santa Maria,White,Chardonnay,,"Crisp and concentrated palate with flavors of stone fruit, fig, honey and hints of brown spice with a mineral finish.",,$26.98 
Domaine Mure  Alsace Signature White Blend 750 ml,Domaine Mure  Alsace Signature White Blend 750 ml,829341,https://www.everythingwine.ca/domaine-mure-alsace-signature,France,Alsace,White,White Blend,,,,$14.98 
Loveblock Marlborough Sauvignon Blanc 750 mL,Love Block Sauvignon Blanc 750 ml,830620,https://www.everythingwine.ca/love-block-sauv-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,,"Water white with a hint of green and gold. Lifted aromatics of canned peaches, pineapple and elderflower. Rockmelon, Cape gooseberry and crushed sweet meadow grass on the palate. Distinctly Sauvignon Blanc finish, with linear acidity balanced by creamy mouthfeel","A wine that's a natural partner to food. Enjoy this Sauvignon Blanc with oysters, seafood, pasta and chicken.",$27.49 
Schug Estate Winery Sonoma Coast Chardonnay 750 mL,Schug Estate Winery Sonoma Coast Chardonnay 750mL,83303,https://www.everythingwine.ca/schug-sonoma-chardonnay,USA,California - Sonoma,White,Chardonnay,,"Produced in a Burgundian style, this Chardonnay exhibits a spicy bouquet, citrus and tropical fruit flavours and good acidity for depth and balance. Rounded out with buttery textures and ripe flavours of pear and peach. A lively, crispy style that won't d",Pair this chardonnay with Apple Stuffed Pork Loin Roast. The apples and pork would complement the wine's qualities perfectly.,$42.98 
Naked Grape  Pinot Grigio 750 mL,Naked Grape  Pinot Grigio 750 ml,837641,https://www.everythingwine.ca/naked-grape-pinot-grigio,Canada,Canada,White,Pinot Grigio,,,,$8.49 
Terra Viva Pinot Grigio 750 mL,Terra Viva Pinot Grigio 750 mL,839332,https://www.everythingwine.ca/perlage-pinot-grigio,Italy,Veneto,White,Pinot Grigio,,"Careful Pinot Grigio vinification produces a bright straw yellow wine with coppery highlights resulting from its skin-wine contact. On the nose it is generous, with floral notes and delicate citrusy nuances and flavours of sour peach, lemon curd and a light flavour of fruit (pear).","Pinot Grigio is one of the world’s most commonly grown grape varieties and owes its fame above all to its ability to make elegant, easy drinking wines. Ideal for sipping on its own, as a pre-dinner drink or together with full-flavoured fish dishes, which its pleasant tanginess makes it perfect with. Ideal with starters, soups, consommés, fish dishes and other lightly flavored meals.",$20.98 
Jorge Ordonez Botani Moscatel de Alejandria 750ml,Jorge Ordonez Botani Moscatel de Alejandria 750ml,839589,https://www.everythingwine.ca/jorge-ordonez-botani,Spain,Other,White,Muscat,,"This lovely Spanish white sparks interest immediately on the nose. A floral, slightly herbal scent is complemented nicely on the palate with rich, creamy body, stone and tropical fruit flavours. Excellent acidity and balance makes this wine stand apart fr",,$32.98 
Raza  Reserve Pinot Grigio 750 mL,Raza Reserve Pinot Grigio 750ml,840025,https://www.everythingwine.ca/raza-reserve-pinot-grigio,Argentina,La rioja,White,Pinot Grigio,,,,$16.98 
Fish Eye Pinot Grigio 3.0L,Fish Eye Pinot Grigio 3.0L,843268,https://www.everythingwine.ca/fish-eye-pinot-grigio-3-0l,Australia,South Eastern Australia,White,Pinot Grigio,,,"Honeydew melon and apple notes give it a crisp, not-too-dry finish that goes well with light snacks, cheese, and crackers. It also makes a cool companion to Asian food and light pasta dishes.",$30.98 
Naked Grape  Chardonnay 1.5 L,Naked Grape  Chardonnay 1.5 L,843391,https://www.everythingwine.ca/naked-grape-chard-1-5,Canada,Canada,White,Chardonnay,,,,$14.49 
Vina Ventisquero Root: 1 Sauvignon Blanc 750 mL,Vina Ventisquero Root: 1 Sauvignon Blanc 750 mL,844290,https://www.everythingwine.ca/root-1-sauvignon-blanc,Chile,Casablanca Valley,White,Sauvignon Blanc,,,,$16.98 
Cupcake Vineyards Sauvignon Blanc 750 mL,"Cupcake Vineyards Sauvignon Blanc is a vibrant, crisp wine that comes from vineyards in the South Island of New Zealand, where the cool growing season allows our grapes to mature slowly and gain character and complexity.",846766,https://www.everythingwine.ca/cupcake-sauvignon-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,,"Flavors of Meyer lemon, white nectarine and key lime integrate with subtle hints of grapefruit, gooseberry and citrus, culminating into a long, balanced finish.","Pair oysters on the half shell, creamy lobster risotto or a picnic in the park.",$14.99 
Simonnet-Febvre  Chablis 750 mL ,Simonnet-Febvre  Chablis 750ml,849067,https://www.everythingwine.ca/simonnet-febvre-chablis,France,Chablis,White,Chardonnay,,,,$40.98 
Marisco Vineyards The Ned Pinot Gris 750 mL,Marisco Vineyards The Ned Pinot Gris 750ml,854240,https://www.everythingwine.ca/marisco-the-ned-pinot-gris,New Zealand,Marlborough,White,Pinot Gris,,"Instantly recognisable as The Ned with its skin-contact derived, delicate salmon pink colour, the 2018 Pinot Gris has a gentle aromatic of baked yellow apple, persimmon and powdered ginger embedded in a warm, spicy palate with a deliciously slippery feel.","The Ned Pinot Gris can become your best friend when enjoyed on its own, however also pairs well with your favourite fish dish accompanied with a fresh watermelon salad.",$16.99 
Mezzacorona Tolloy  Pinot Grigio 750 mL,Mezzacorona Tolloy  Pinot Grigio 750 mL,854745,https://www.everythingwine.ca/tolloy-pinot-grigio,Italy,Trentino-Alto Adige,White,Pinot Grigio,,,"Delicious with seafood, fish soup, white meats, mushrooms.",$23.98 
Beringer Chardonnay 750 mL,"Beringer’s Napa Valley Chardonnay is a vibrant, contemporary version of this much loved varietal, crafted to serve well as an aperitif on its own or as a faithful companion to a wide variety of foods and menus. Carefully selected lots from several of Napa’s coolest growing regions are blended to offer a wonderful expression of Napa Valley. ",857979,https://www.everythingwine.ca/beringer-chardonnay,USA,California,White,Chardonnay,,"Surprisingly plush and creamy, aromas and flavors of tart citrus lead with hints of white pear, delicious apple and a bit of lemon meringue and toasted almonds. Balanced, with moderate acidity, the brightness of the Chardonnay fruit shines through.",,$12.98 
Scarpetta Pinot Grigio 750 mL,Scarpetta Pinot Grigio 750 mL,859447,https://www.everythingwine.ca/scarpetta-pinot-grigio,Italy,Friuli-Venezia Giulia,White,Pinot Grigio,,,,$24.98 
Louis Jadot  Corton-Charlemagne Chardonnay 750 ml,Louis Jadot  Corton-Charlemagne Chardonnay 750 ml,859678,https://www.everythingwine.ca/jadot-corton-charlemagne,France,Burgundy - Corton,White,Chardonnay,,"Powerful, rich, and mineral with an intense flavour of fruits and flowers and spicy aromas of pepper and cinnamon.","The Corton-Charlemagne Chardonnay pairs very well with haute cuisine, fish and shellfish, white meat and poultry with cream sauces.",$313.98 
Obikwa  Moscato 750 mL,Obikwa  Moscato 750 mL,861088,https://www.everythingwine.ca/obikwa-moscato,South Africa,Western Cape,White,Moscato,,,,$10.98 
Hugel Pinot Blanc 750 mL ,Hugel Pinot Blanc 750 mL,86264,https://www.everythingwine.ca/hugel-pinot-blanc,France,Alsace,White,Pinot Blanc,,,,$29.98 
Bench 1775 Chill White Blend 750 mL,Bench 1775 Chill White Blend 750ml,865493,https://www.everythingwine.ca/bench-1775-chill,Canada,BC - Okanagan Valley,White,White Blend,,,,$18.98 
Moon Curser Vineyards Afraid of the Dark White Blend 750 mL,Moon Curser Vineyards Afraid of the Dark Viognier/Roussanne/Marsanne 750ml,866152,https://www.everythingwine.ca/moon-curser-afraid-of-the-dark,Canada,BC - Okanagan Valley,White,White Blend,,"The nose is highly aromatic with nectarine, apricot and peach notes. The palate of the wine is dry and crisp but the texture provides for a full mouthfeel. Characters similar to those of the nose show on the palate but there is a perceivable minerality.",,$25.98 
Kunde Family Estate Sonoma County Chardonnay 750 mL,Kunde Family Estate Sonoma County Chardonnay 750ml,877720,https://www.everythingwine.ca/kunde-sonoma-chardonnay,USA,California - Sonoma,White,Chardonnay,,"Intriguing aromatics of orange blossom, Asian pear and marzipan that lead to a palate of tangerine marmalade and blood orange essence. This medium-bodied estate grown wine is well-structured with crisp acidity and rounded out by a creme brulee richness from barrel fermentation and a complete malolactic fermentation.",,$27.98 
Chateau de Pennautier Viognier 750 mL,Chateau de Pennautier Viognier 750 mL,879387,https://www.everythingwine.ca/chateau-de-pennautier-viognier,France,Other,White,Viognier,,"The nose reveals honeysuckle, fresh apricots and even a hint of sherbet. Crisp and fresh, with flavours following aromas of the nose and a well balanced lingering finish.","An excellent apéritif, however also goes well with all manner of salads, quiches, and grilled fish.",$18.98 
Joie Farm A Noble Blend White Blend 750 mL ,"This aromatic, medium bodied and well balanced white blend opens up with tangerine, pink grapefruit and honeysuckle carrying through to a long, grapefruit fresh and mouthwatering finish, no wonder its one of our customer favourites. A beautiful white blend inspired by old world winemaking traditions and in the spirit of Edelzwicker or Gentil, a traditional Germanic-varietal blend of the Alsace region of France where many of the oldest plantings in the Okanagan Valley trace their provenance.",882027,https://www.everythingwine.ca/joie-noble-blend,Canada,BC - Okanagan Valley,White,White Blend,100%,"This aromatic wine displays notes of pink grapefruit, white flowers and clove on the nose. Medium bodied and well balanced. The palate opens up with tangerine, pink grapefruit and honeysuckle carrying through to a long, grapefruit fresh and mouthwatering finish.",A great combination with most Asian food or a summer salad.,$24.99 
Meyer Family Micro Cuvee Vineyards Chardonnay 2012 750 mL ,Meyer Family Micro Cuvee Chardonnay 2012 750 mL,883363,https://www.everythingwine.ca/meyer-family-micro-cuvee-chard,Canada,BC - Okanagan Valley,White,Chardonnay,,,,$60.98 
Silver Sage Winery Gewurztraminer 750 mL,Silver Sage Winery Gewurztraminer 750mL,88575,https://www.everythingwine.ca/silver-sage-gewurztraminer,Canada,BC - Okanagan Valley,White,Gewurztraminer,90%,,,$23.98 
Staete Landt Map Maker Sauvignon Blanc 750 mL,Staete Landt Map Maker Sauvignon Blanc 750 mL,889444,https://www.everythingwine.ca/map-maker-sauvignon-blanc,New Zealand,Marlborough,White,Sauvignon Blanc,,,,$23.98 
"D'Arenberg, The Hermit Crab Viognier, Marsanne 750 mL","D'Arenberg, The Hermit Crab Viognier, Marsanne 750 mL",892729,https://www.everythingwine.ca/d-arenberg-hermit-crab-white,Australia,McLaren Vale,White,White Blend,,,,$23.98 
Bellingham Bernard Series Old Vine Chenin Blanc 750 mL,Bellingham Bernard Series Old Vine Chenin Blanc 750 mL,897710,https://www.everythingwine.ca/bellingham-old-vine-chenin,South Africa,Coastal,White,Chenin Blanc,,,,$30.98 
Aveleda  Vinho Verde 750ml,Aveleda  Vinho Verde 750ml,898791,https://www.everythingwine.ca/aveleda-vinho-verde,Portugal,Vinho Verde,White,White Blend,,,,$13.98 
Flat Roof Manor Pinot Grigio 750ml,Flat Roof Manor Pinot Grigio 750ml,90936,https://www.everythingwine.ca/flat-roof-manor-pinot-grigio,South Africa,Stellenbosch,White,Pinot Grigio,,,,$12.49 
Moselland  Ars Vitis  Riesling 750 mL,Moselland  Ars Vitis  Riesling 750ml,914762,https://www.everythingwine.ca/moselland-ars-vitis-riesling,Germany,Mosel,White,Riesling,100%,,,$17.99 
Graffigna Centenario Reserve Pinot Grigio  750 mL,Graffigna Centenario Pinot Grigio Reserve 750 ml,915918,https://www.everythingwine.ca/graffigna-pinot-grigio,Argentina,San Juan,White,Pinot Grigio,20%,,,$10.99 
A-Mano Fiano Greco 750 mL,A-Mano Fiano Greco 750 mL,918458,https://www.everythingwine.ca/a-mano-fiano-greco,Italy,Puglia,White,White Blend,,,,$21.98 
Errazuriz Estate Single Vineyard Sauvignon Blanc 750 mL,Errazuriz Estate Single Vineyard Sauvignon Blanc 750ml,919472,https://www.everythingwine.ca/errazuriz-sv-sauvignon-blanc,Chile,Rapel Valley,White,Sauvignon Blanc,,"Elegantly perfumed with scents of passion fruit, tangerine and melon and just a hint of green pepper.  A fresh, lively palate follows with citrus, herbs and bright acidity on the finish.",,$26.98 
Barefoot  Pinot Grigio 750 mL,Barefoot  Pinot Grigio 750ml,921304,https://www.everythingwine.ca/barefoot-pinot-grigio,USA,California,White,Pinot Grigio,,,,$8.99 
Santa Rita  Heroes Sauvignon Blanc 750 mL,This lively Sauvignon Blanc has up-front fruit flavours and is great value! Crisp and refreshing with flavours of grapefruit and lemon balanced with notes of tropical fruit.,925735,https://www.everythingwine.ca/santa-rita-heroes-sauv-blanc,Chile,Central Valley,White,Sauvignon Blanc,,"A fresh, fruity wine dominated by tropical and citric fruit such as grapefruit, lime and lemon peel complemented by white peach notes and distinctive variety herbs increasing complexity and lifting fruity sensations, a very interesting aftertaste amid smooth fruit and fresh acidity with a lingering and persistent finish.","An excellent aperitif or alternately enjoy this crisp and refreshing wine with lemon vinaigrette potato salad, delicate white sole filets, oysters or a creamy goats cheese.",$12.99 
Wakefield Riesling  750 mL,Wakefield Riesling  750ml,926246,https://www.everythingwine.ca/wakefield-riesling,Australia,Clare Valley,White,Riesling,,"At release, the wine displays lifted fresh and vibrant aromas. Lemon and lime citrus characters abound, followed by layers of subtle blossom and enticing floral nuances. The wine displays intense citrus fruit characters of fresh lemon and lime along with hints of orange blossom. An apex of tantalizing acid soars in the mid-palate, balanced by good fruit presence. The finish is crisp and resonates with citrus fruit - hallmarks of a great Clare Valley Riesling.",,$24.99 
Wyndham Bin 222  Chardonnay 750 mL,Wyndham Bin 222  Chardonnay 750 mL,93401,https://www.everythingwine.ca/wyndham-bin-222-chardonnay,Australia,Hunter Valley,White,Chardonnay,,,,$13.99 
Amalaya Vino Blanco de Altura Torrontes Riesling 750mL,Amalaya Vino Blanco de Altura Torrontes Riesling 750ml,942342,https://www.everythingwine.ca/amalaya-vino-blanco-de-altura,Argentina,Salta,White,White Blend,,"Amalaya Blanco is characterized by its golden colors with greenish tints and its intense and floral aromas, typical of the Torrontés variety. Riesling raises its acidity and adds aromas to apples and a mineral touch. It is an expressive wine, elegant and delicate.",It is ideal to accompany dishes based on fish and seafood such as salads and typical dishes of Northern Argentina.,$18.98 
Lake Breeze Vineyards Spice Jar White Blend 750 mL ,Lake Breeze Vineyards Spice Jar 750 mL,9472,https://www.everythingwine.ca/lake-breeze-spice-jar,Canada,BC - Okanagan Valley,White,White Blend,,"A wonderfully aromatic and balanced off-dry wine. Floral and fruity aromas dominate, followed by a hint of sweetness and spice on the palette that lends itself perfectly to spicier foods.","Recommended accompaniment to spicy dishes, Asian & Thai curry dishes and blue cheese",$19.98 
Cannonball Chardonnay 750 mL,Cannonball Chardonnay 750 mL,952275,https://www.everythingwine.ca/cannonball-chardonnay,USA,California - Sonoma,White,Chardonnay,,"The aroma displays honeycomb, sweet cream butter, pastry, and honeysuckle notes. Soft, medium weight palate unfurls layers of flavor of poached pear, lemon curd, yellow plum, and toasted almond. A lively streak of acid prevails on the finish.","Perfect with seafood, chicken, and your favorite cheeses.",$25.99 
Chaberton Estate Winery Estate Grown Bacchus 750 mL ,Domaine de Chaberton Bacchus 750 mL,953224,https://www.everythingwine.ca/chaberton-bacchus,Canada,BC - Fraser Valley,White,Bacchus,100%,This off-dry white wine’s delicate aromas are accentuated by lemon and green pear notes with a hint of cinnamon and spice on the finish.,"Pairs well with all types of goat cheese, curries, baked fish and fresh pan seared or grilled prawns.",$17.99 
Gray Monk Pinot Auxerrois 750 mL ,Gray Monk Pinot Auxerrois 750 mL,96222,https://www.everythingwine.ca/gray-monk-pinot-auxerrois,Canada,BC - Okanagan Valley,White,White Blend,,,,$16.99 
Chaberton Estate Winery Cuvee Blanc White Blend 750 mL ,Domaine de Chaberton Cuvee Blanc 750 mL,963462,https://www.everythingwine.ca/chaberton-cuvee-blanc,Canada,BC - Fraser Valley,White,White Blend,,,,$16.98 
Woodbridge by Robert Mondavi Chardonnay 750 mL,Woodbridge Chardonnay 750ml,99408,https://www.everythingwine.ca/woodbridge-chardonnay,USA,California,White,Chardonnay,,"The colour is a bright pale lemon; aromas of ripe apple, pear and citrus are joined by hints of spicy vanilla oak; the wine is dry and medium-bodied with lively acidity framing notes of ripe apple, citrus, toast and vanilla; a medium length finish, with sweet apple and toasted oak notes balanced by lemony acidity.",,$11.99 
Liquidity Wines Viognier 750 mL ,Liquidity Wines Viogner 750 mL,44511,https://www.everythingwine.ca/liquidity-wines-viogner-750-ml,Canada,BC - Okanagan Valley,White,Viognier,100%,"This popular wine has aromas of white peach, tangerine and a hint of coconut. It is rich with a fuller body and flavours of apricot, pineapple, orange blossom, passionfruit, with ginger on the finish.",,$26.98 
Vintage Ink  Wild White White Blend 750 mL,Vintage Ink Wild White 750ml,868539,https://www.everythingwine.ca/vintage-ink-wild-white-750ml,Canada,BC - Okanagan Valley,White,White Blend,,"Wild White is lively, fruit forward with fragrant floral notes and boasting lush flavours of orange and citrus. This vivacious wine is both smooth and round on the palate with an extended and refreshing finish.","The perfect patio wine Wild White pairs perfectly with light summer foods such as melon wrapped in prosciutto, cool summer soups or fresh salads and shellfish.",$16.99 
Jackson-Triggs Proprietors' Selection Riesling Gewurztraminer 4.0 L,Jackson-Triggs Vintners Proprietors' Selection Riesling Gewurztraminer 4L,601310,https://www.everythingwine.ca/jackson-triggs-vintners-proprietors-selection-riesling-gewurztraminer-4l,Canada,Canada,White,White Blend,,,,$39.49 
Black Cellar Pinot Grigio Chardonnay 3.0 L,Black Cellar Pinot Grigio Chardonnay 3L,413799,https://www.everythingwine.ca/black-cellar-pinot-grigio-chardonnay-3l,Canada,Canada,White,White Blend,,"Bearing strong fruit notes of peach and pear, this enchanting wine embodies the mystique of the Black Cellar. Light, fresh and fruity.",,$26.97 
La Frenz Naramata Bench Riesling 750 mL,La Frenz Andrew Vineyard Riesling 750ml,716423,https://www.everythingwine.ca/la-frenz-andrew-vineyard-riesling-750ml,Canada,BC - Okanagan Valley,White,Riesling,,"A vibrant Riesling with flavours of Key lime, Kaffir lime leaf, Granny Smith apple and honeysuckle blossoms that are delightfully pronounced, making your mouth water in anticipation. A subtle note of minerality (river stones, wet shale/flint) adds another layer of complexity. This wine has a touch of sweetness to compliment the naturally racy acidity of the Riesling varietal, creating a supremely balanced wine.",Pairs wonderfully with crispy roast pork or cellar it for 10+ years to enjoy a honeyed palate with hints of lime marmalade and baked apple – perfect with a triple cream Brie!,$25.98 
Haymaker Sauvignon Blanc 750 mL,"The palate of the Haymaker Sauvignon Blanc is fresh with concentrated fruit flavours of Grapefruit, guava and notes of nettles. Make hay while the sun shines - pair this wine with good food and great company!",694430,https://www.everythingwine.ca/haymaker-sauvignon-blanc-750ml,New Zealand,Marlborough,White,Sauvignon Blanc,,"Pale straw color with lifted notes of fresh grapefruit, guava and nettles. The palate is fresh with concentrated fruit flavors. Lively acid provides a fresh crisp finish.","Pair with summer salads, grilled poultry dishes, seared scallops or a selection of creamy cheeses.",$21.49 
The Hatch B.Yanco Pinot Blanc 750 mL,The Hatch B.Yanco Pinot Blanc 750 mL,772285,https://www.everythingwine.ca/the-hatch-b-yanco-pinot-blanc-750-ml,Canada,BC - Okanagan Valley,White,Pinot Blanc,,,,$18.98 
Haywire - Okanagan Crush Pad Winery White Label Pinot Gris 750 mL,Haywire Winery White Label Pinot Gris 2013 750 mL,665034,https://www.everythingwine.ca/haywire-winery-white-label-pinot-gris-2013-750-ml,Canada,BC - Okanagan Valley,White,Pinot Gris,,"Dry but juicy and bursting with citrus notes, intriguing sweet and savoury herbs, and demanding of food that is loaded with the same.",,$21.98 
See Ya Later Ranch Gewurztraminer 750 mL,"An easy drinking and food friendly wine, yet still complex and elegant in its flavours the See Ya Later Gewurztraminer has spicy aromas of lychee and rose petal with hints of grapefruit and pairs fantastically with sweet and sour pork or a lamb curry. A great wine from one of British Columbia's superb Okanagan Valley estates.",868067,https://www.everythingwine.ca/see-ya-later-gewurztraminer-750ml,Canada,BC - Okanagan Valley,White,Gewurztraminer,100%,"Displaying spicy aromas of lychee and rose petal with hints of grapefruit, our Gewürztraminer bursts with rich, exotic flavours of lychee and ripe melons to match its crisp acidity and off-dry finish.","See Ya Later Ranch Gewürztraminer is an easy-drinking and foodfriendly wine. BBQ chicken wings, sweet and sour pork, lamb curry, ginger beef or smoked salmon all have their flavours enhanced when paired with a glass.",$16.99 
Perseus Winery Pinot Gris 750 mL,"With a broad palate and intense aromas of pear and yellow apple, the Perseus Pinot Grigio has a rich mouth feel with citrus infused acidity. Try it with any light white meats, a spicy Asian inspired dish, or just on its own!",7930,https://www.everythingwine.ca/perseus-winery-vineyards-pinot-grigio-750-ml,Canada,BC - Okanagan Valley,White,Pinot Gris,,,,$19.49 
Copper Moon Moonlight Harvest Pinot Grigio 4.0 L,Copper Moon Moonlight Harvest Pinot Grigio 4L,796094,https://www.everythingwine.ca/copper-moon-moonlight-harvest-pinot-grigio-4l,Canada,Canada,White,Pinot Grigio,,"Pale lemon yellow colour with beautiful aromas of citrus, green apple and ripe pear. Copper Moon Pinot Grigio is light bodied wine with refreshing flavours of citrus and melon. Slight floral notes linger on through the finish.",Pairs well with fresh shellfish and pan-seared halibut.,$35.49 
Conviction The Industrialist Sovereign Opal 750 mL,Conviction Sovereign Opal 750 ml,652073,https://www.everythingwine.ca/conviction-sovereign-opal-750-ml,Canada,BC - Okanagan Valley,White,Sovereign Opal,100%,"Clear and bright. Wonderful fruit aromas of yellow apple, yellow plum, Bartlett pear and tangerine are accented by notes of spice, floral and marzipan",,$14.49 
